MSZoning,LotArea,LandContour,LotConfig,Neighborhood,BldgType,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,Foundation,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,SalePrice
RL,9672,Lvl,Corner,SawyerW,1Fam,6,1984,1985,Hip,CompShg,HdBoard,Plywood,0.0,3,PConc,702,1040,GasA,1,1097,0,0,2,0,3,6,0,480,2,0,0,152000
RL,7931,Lvl,Inside,NAmes,1Fam,5,1959,1959,Hip,CompShg,BrkFace,Plywood,0.0,3,CBlock,0,1148,GasA,1,1148,0,1,1,0,3,6,0,672,2,0,0,132500
FV,8640,Lvl,Inside,Somerst,1Fam,7,2007,2008,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,1372,1372,GasA,1,1372,0,0,2,0,4,6,0,529,2,0,140,250580
RL,8750,Lvl,Inside,NAmes,1Fam,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,76.0,3,CBlock,174,1002,GasA,1,1002,0,1,1,0,3,5,0,902,2,0,0,148500
RL,10656,HLS,Inside,Timber,1Fam,8,2006,2007,Gable,CompShg,VinylSd,VinylSd,274.0,4,PConc,1638,1638,GasA,1,1646,0,0,2,0,4,6,1,870,2,192,80,248900
RL,6970,Lvl,Corner,Sawyer,1Fam,4,1961,1961,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,108,1040,GasA,1,1120,0,1,1,1,2,5,0,544,2,168,0,129000
RL,14762,Lvl,Corner,Gilbert,1Fam,5,1948,1950,Gable,CompShg,Plywood,Plywood,0.0,3,Slab,0,0,GasA,1,1547,720,0,2,0,3,7,1,672,1,120,144,169000
RL,9938,Lvl,Inside,SawyerW,1Fam,7,1993,1994,Gable,CompShg,MetalSd,MetalSd,246.0,4,PConc,300,1050,GasA,1,1062,887,1,2,1,4,8,1,574,2,156,90,236000
RL,6600,Lvl,Inside,NAmes,1Fam,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,0.0,3,CBlock,894,894,GasA,0,894,0,0,1,0,3,5,0,308,2,0,0,109500
RL,8750,Lvl,Inside,CollgCr,1Fam,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,116.0,3,PConc,299,804,GasA,1,804,878,0,2,1,4,7,0,523,2,0,77,200500
RL,8892,Lvl,Corner,NAmes,1Fam,5,1953,1996,Gable,CompShg,WdShing,Wd Shng,0.0,4,Stone,105,105,GasA,1,910,0,0,1,0,4,5,0,414,2,196,0,116000
RL,12144,Lvl,Inside,NAmes,1Fam,5,1949,1950,Gable,CompShg,HdBoard,HdBoard,0.0,4,CBlock,457,832,GasA,1,1036,0,0,1,0,3,6,1,288,2,0,28,133000
RM,5720,Lvl,Inside,OldTown,1Fam,5,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,CBlock,676,676,GasA,1,676,455,0,1,1,3,5,0,200,2,26,0,66500
FV,9000,Lvl,Inside,Somerst,1Fam,8,2007,2007,Gable,CompShg,CemntBd,CmentBd,0.0,4,PConc,1120,1184,GasA,1,1184,1426,0,2,1,5,11,1,550,2,208,364,303477
RL,25286,HLS,Inside,Mitchel,1Fam,4,1963,1963,Gable,CompShg,HdBoard,Plywood,0.0,3,PConc,431,1064,GasA,1,1040,0,1,1,0,3,5,0,648,2,0,0,132250
RL,8834,Lvl,Inside,NridgHt,1Fam,9,2004,2005,Hip,CompShg,VinylSd,VinylSd,216.0,4,PConc,292,1462,GasA,1,1462,762,1,2,1,5,10,1,738,2,184,0,350000
RL,11782,Lvl,Inside,Sawyer,1Fam,5,1961,1995,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,210,1109,GasA,1,1155,0,1,1,0,4,6,0,576,2,192,0,148000
RL,7000,Lvl,CulDSac,CollgCr,1Fam,5,1978,2005,Gable,CompShg,VinylSd,VinylSd,90.0,4,CBlock,218,864,GasA,1,864,0,1,1,0,3,6,0,336,2,0,0,136500
RL,7024,Lvl,Inside,Edwards,1Fam,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,110,1090,GasA,1,1090,0,1,1,1,3,5,0,450,2,0,49,157000
RL,13758,Lvl,CulDSac,Timber,1Fam,7,1990,1991,Gable,CompShg,HdBoard,HdBoard,117.0,4,CBlock,254,1156,GasA,1,1187,530,0,2,1,4,7,1,400,2,168,36,187500
RL,9636,Lvl,Corner,Gilbert,1Fam,6,1992,1993,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,808,808,GasA,1,808,785,0,2,1,3,7,1,389,2,342,40,178000
RL,6204,Bnk,Inside,SWISU,1Fam,4,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,PConc,795,795,GasA,0,954,795,1,1,0,3,10,0,440,2,0,188,118500
RL,7150,Lvl,Inside,NAmes,1Fam,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,60.0,3,CBlock,460,892,GasA,1,892,0,0,1,0,3,5,0,288,2,0,0,100000
FV,5119,Lvl,CulDSac,Somerst,TwnhsE,9,1999,2000,Gable,CompShg,MetalSd,MetalSd,60.0,4,PConc,460,1698,GasA,1,1709,0,1,2,0,4,5,1,506,2,97,65,328900
RL,8393,Lvl,Corner,NAmes,Duplex,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,122.0,3,CBlock,1098,1626,GasA,1,1712,0,0,2,0,3,8,0,588,2,272,54,145000
RL,16466,Lvl,Inside,Edwards,1Fam,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,0.0,3,PConc,816,816,GasA,1,872,521,0,1,1,3,8,0,300,2,121,0,135500
RL,15865,Lvl,Inside,NAmes,1Fam,8,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,0.0,4,PConc,1043,2217,GasA,1,2217,0,1,2,0,4,8,1,621,2,81,207,268000
RL,12160,Lvl,Inside,NAmes,1Fam,6,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,90.0,3,CBlock,481,1505,GasA,1,1505,0,1,1,0,3,6,1,505,2,0,0,149500
RL,8064,Lvl,Corner,NAmes,1Fam,5,1949,2006,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,672,672,GasA,1,672,252,0,1,0,3,6,1,576,2,0,0,122900
RL,11184,Lvl,Inside,Sawyer,1Fam,6,1978,1978,Hip,CompShg,HdBoard,HdBoard,92.0,3,CBlock,192,918,GasA,1,918,765,0,2,1,3,7,1,440,2,243,0,172500
RL,8414,Lvl,Inside,Sawyer,1Fam,6,1963,2003,Hip,CompShg,HdBoard,HdBoard,0.0,3,CBlock,396,1059,GasA,1,1068,0,0,1,0,3,6,0,264,2,192,0,154500
RL,13284,Lvl,Inside,Sawyer,1Fam,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,0.0,3,PConc,319,1383,GasA,1,1383,0,1,1,0,3,6,1,354,2,511,116,165000
RL,7018,Bnk,Inside,SawyerW,Duplex,5,1979,1979,Gable,CompShg,Plywood,Plywood,0.0,3,Slab,0,0,GasA,1,1535,0,0,2,0,3,8,0,400,2,0,0,118858
RL,7056,Lvl,Inside,NAmes,1Fam,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,415.0,3,CBlock,380,780,GasA,1,983,813,1,1,1,3,8,1,483,2,0,50,140000
RM,8765,Lvl,Inside,IDOTRR,1Fam,4,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,666,951,GasA,0,951,0,0,1,0,3,6,0,327,2,0,28,106500
RL,7018,Lvl,Inside,SawyerW,Duplex,5,1979,1979,Gable,CompShg,Plywood,Plywood,0.0,3,Slab,0,0,GasA,1,1120,1120,0,2,0,3,12,0,528,2,154,0,142953
RL,12919,Lvl,Inside,NridgHt,1Fam,9,2009,2010,Hip,CompShg,VinylSd,VinylSd,760.0,5,PConc,142,2330,GasA,1,2364,0,1,2,1,5,11,2,820,2,0,67,611657
RL,6993,Lvl,Inside,Sawyer,1Fam,5,1961,1994,Gable,CompShg,HdBoard,Plywood,0.0,3,CBlock,447,912,GasA,1,1236,0,0,1,0,3,6,1,288,2,0,0,135000
RL,7340,Lvl,Inside,NAmes,1Fam,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,536,858,GasA,1,858,0,0,1,0,3,4,0,684,2,0,0,110000
RL,8712,Lvl,Inside,NAmes,1Fam,5,1957,2000,Hip,CompShg,MetalSd,MetalSd,0.0,3,CBlock,132,992,GasA,1,1306,0,1,1,0,3,5,0,756,2,0,0,153000
RL,7875,Lvl,Inside,Gilbert,1Fam,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,783,783,GasA,1,807,702,0,2,1,4,8,1,393,2,0,75,180000
RL,14859,HLS,CulDSac,Gilbert,1Fam,7,2006,2006,Hip,CompShg,VinylSd,VinylSd,27.0,4,PConc,1670,1670,GasA,1,1670,0,0,2,0,4,7,1,690,2,144,60,240000
RL,6173,Lvl,Inside,Sawyer,1Fam,5,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,75.0,3,CBlock,277,876,GasA,1,902,0,0,1,0,3,6,0,288,2,0,0,125500
RL,9920,Lvl,Inside,NAmes,1Fam,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,110.0,3,CBlock,412,1056,GasA,1,1063,0,1,1,0,3,6,0,280,2,0,0,128000
RL,13501,Lvl,Corner,Somerst,1Fam,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,208.0,4,PConc,1560,1623,GasA,1,1636,0,1,2,0,4,8,1,865,2,0,60,255000
RL,11500,Lvl,Inside,Crawfor,1Fam,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,0.0,4,CBlock,794,1017,GasA,1,1020,1037,0,1,1,4,6,1,180,2,0,0,250000
RL,8885,Low,Inside,Mitchel,1Fam,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,239,864,GasA,1,902,0,1,1,0,3,5,0,484,2,164,0,131000
RL,12589,Lvl,Inside,Gilbert,1Fam,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,742,742,GasA,1,742,742,0,2,1,4,8,1,390,2,36,24,174000
RL,11600,Lvl,Corner,NAmes,Duplex,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,361.0,3,CBlock,662,1105,GasA,1,1105,1169,0,2,0,3,12,0,480,2,0,0,154300
RL,9286,Lvl,CulDSac,CollgCr,1Fam,5,1977,1989,Gable,CompShg,HdBoard,Plywood,0.0,3,CBlock,1072,1268,GasA,1,1268,0,0,1,1,4,5,0,252,2,173,0,143500
RM,6120,Lvl,Inside,BrkSide,1Fam,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,BrkTil,279,768,GasA,0,1015,0,0,1,0,3,6,0,450,2,0,0,88000
RH,6270,HLS,Inside,Crawfor,Duplex,5,1949,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,717,1001,GasA,0,1001,1001,0,2,0,3,8,0,871,2,0,0,145000
FV,3000,Lvl,Inside,Somerst,TwnhsE,6,2009,2009,Gable,CompShg,VinylSd,VinylSd,76.0,4,PConc,318,612,GasA,1,612,612,0,2,1,4,4,0,528,2,0,234,173733
RM,2001,Lvl,Inside,MeadowV,Twnhs,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,80.0,3,CBlock,546,546,GasA,1,546,546,0,1,1,3,6,0,286,2,0,0,75000
C (all),9000,Lvl,Inside,IDOTRR,1Fam,2,1949,1950,Gable,CompShg,AsbShng,AsbShng,0.0,3,CBlock,430,480,GasA,0,480,0,1,0,0,3,4,0,308,2,0,0,35311
RL,17140,Lvl,Inside,Edwards,1Fam,4,1956,1956,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,75,1134,GasA,1,1229,0,0,1,0,3,6,0,284,2,0,0,135000
RL,13125,Lvl,Corner,SawyerW,1Fam,7,1991,1991,Gable,CompShg,HdBoard,HdBoard,0.0,4,PConc,422,1104,GasA,1,912,1215,1,2,1,4,8,1,833,2,72,192,238000
RL,11029,Lvl,Corner,NAmes,1Fam,6,1958,2002,Hip,CompShg,MetalSd,MetalSd,0.0,5,CBlock,245,1184,GasA,1,1414,0,1,1,0,3,6,1,601,2,0,51,176500
RL,8462,Lvl,Inside,SawyerW,1Fam,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,105.0,4,PConc,114,928,GasA,1,936,785,0,2,1,4,7,0,471,2,300,87,201000
RL,8777,Lvl,Inside,Edwards,Duplex,5,1900,2003,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,188,1272,GasA,1,1272,928,2,2,2,3,9,0,0,0,0,70,145900
RL,10237,Lvl,Inside,Gilbert,1Fam,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,1288,1316,GasA,1,1316,0,0,2,0,4,6,1,397,2,100,0,169990
RL,8012,Lvl,Inside,SawyerW,TwnhsE,6,1993,1994,Gable,CompShg,Plywood,Plywood,0.0,4,PConc,598,1604,GasA,1,1617,0,1,2,0,4,5,1,533,2,0,69,193000
RL,10240,Lvl,Inside,NWAmes,1Fam,6,1980,1980,Gable,CompShg,Plywood,Plywood,157.0,3,CBlock,0,1686,GasA,1,1686,0,1,2,0,3,7,1,612,2,384,131,207500
RL,15611,Lvl,Corner,NWAmes,1Fam,5,1977,1977,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,266,1126,GasA,1,1126,0,0,2,0,5,6,0,540,2,180,0,175000
RL,11999,Lvl,Inside,NridgHt,1Fam,8,2003,2004,Hip,CompShg,VinylSd,VinylSd,340.0,4,PConc,1181,1181,GasA,1,1234,1140,0,2,1,5,10,1,656,2,104,100,285000
RL,9900,Lvl,Inside,NWAmes,1Fam,7,1968,1968,Gable,CompShg,MetalSd,MetalSd,342.0,3,CBlock,280,832,GasA,1,1098,880,0,2,1,3,9,1,486,2,0,43,176000
RL,11838,Lvl,Inside,CollgCr,1Fam,8,2001,2001,Hip,CompShg,VinylSd,VinylSd,0.0,4,PConc,1753,1753,GasA,1,1788,0,0,2,0,5,7,1,522,2,202,151,236500
RL,13006,Lvl,Corner,Gilbert,1Fam,7,1997,1997,Gable,CompShg,HdBoard,HdBoard,285.0,3,PConc,964,964,GasA,1,993,1243,0,2,1,4,8,1,642,2,0,0,222000
RL,8925,HLS,Inside,Timber,1Fam,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,1450,1466,GasA,1,1466,0,0,2,0,4,7,0,610,2,100,18,201000
RL,9100,Lvl,Inside,NAmes,1Fam,5,1965,1965,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,121,925,GasA,1,925,0,0,1,0,3,5,0,429,2,0,0,117500
RL,11670,Lvl,Corner,Somerst,1Fam,9,2006,2006,Hip,CompShg,VinylSd,ImStucc,302.0,5,PConc,1905,1905,GasA,1,1905,0,0,2,0,5,8,1,788,2,0,191,320000
RL,8487,Lvl,FR2,CollgCr,1Fam,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,210.0,4,PConc,1480,1500,GasA,1,1500,0,0,2,0,4,6,0,570,2,192,36,190000
RL,27650,HLS,Inside,NAmes,1Fam,7,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,0.0,3,CBlock,160,585,GasA,1,2069,0,1,2,0,4,9,1,505,2,0,0,242000
RL,5825,Lvl,Inside,BrkSide,1Fam,4,1926,1953,Gable,CompShg,MetalSd,MetalSd,108.0,3,PConc,600,600,GasA,1,747,0,0,1,0,3,5,0,528,2,0,0,79900
RL,9675,Lvl,Inside,Somerst,1Fam,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,772,1113,GasA,1,1113,858,0,2,1,4,8,1,689,2,0,48,253000
RL,8760,Lvl,Inside,CollgCr,1Fam,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,927,1391,GasA,1,1391,571,0,2,1,4,7,0,868,2,0,90,239799
RL,24090,Lvl,Inside,ClearCr,1Fam,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,1032,1032,GasA,1,1207,1196,0,2,0,3,10,2,349,2,56,0,244400
RL,12640,Lvl,Inside,Mitchel,Duplex,6,1976,1976,Gable,CompShg,Plywood,Plywood,0.0,3,CBlock,396,1728,GasA,1,1728,0,0,2,0,3,8,0,574,2,40,0,150900
RL,8755,Lvl,FR2,Gilbert,1Fam,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,298.0,4,PConc,220,992,GasA,1,1022,1038,1,2,1,4,8,1,390,2,0,0,214000
RL,7711,Lvl,Inside,Edwards,Duplex,4,1977,1977,Gable,CompShg,MetalSd,MetalSd,0.0,3,PConc,0,1440,GasA,1,1440,0,2,2,0,3,8,0,0,0,321,0,150000
RL,25000,Low,Inside,Mitchel,Duplex,5,1967,1967,Gable,CompShg,HdBoard,Plywood,0.0,3,CBlock,1632,1632,GasA,1,1632,0,0,2,0,3,8,0,576,1,0,0,143000
RL,14375,Lvl,CulDSac,Timber,1Fam,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,541.0,3,CBlock,354,819,GasA,1,1344,0,0,1,0,4,7,1,525,2,0,118,137500
RM,8820,Lvl,Corner,OldTown,1Fam,5,1890,1996,Hip,CompShg,VinylSd,VinylSd,0.0,3,BrkTil,0,1088,GasA,1,1188,561,0,1,0,3,7,0,456,2,48,0,124900
RL,8163,Lvl,Inside,NAmes,1Fam,5,1959,1959,Gable,CompShg,HdBoard,HdBoard,128.0,3,CBlock,102,1144,GasA,1,1144,0,1,1,0,3,6,1,796,2,86,0,143000
RL,14536,Lvl,Inside,Timber,1Fam,8,2002,2003,Hip,CompShg,VinylSd,VinylSd,236.0,4,PConc,316,1616,GasA,1,1629,0,1,2,0,4,9,1,808,2,0,252,270000
RL,14006,Lvl,Inside,CollgCr,1Fam,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,144.0,4,PConc,936,936,GasA,1,936,840,0,2,1,4,7,1,474,2,144,96,192500
RL,9360,Lvl,Inside,NWAmes,1Fam,6,1972,2006,Hip,CompShg,Plywood,Plywood,0.0,3,CBlock,179,1161,GasA,1,1381,0,1,1,1,4,5,1,676,2,0,0,197500
RL,7200,Lvl,Inside,NAmes,1Fam,5,1950,2002,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,317,864,GasA,1,864,0,1,1,0,4,5,0,720,2,194,0,129000
RH,7800,Lvl,Corner,SawyerW,1Fam,5,1965,1965,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,187,828,GasA,1,965,0,1,1,0,3,6,0,300,2,421,0,119900
RL,7200,Lvl,Inside,CollgCr,1Fam,5,1972,2003,Gable,CompShg,WdShing,HdBoard,0.0,3,CBlock,108,768,GasA,1,768,0,0,1,0,3,5,0,396,2,192,0,133900
RL,11075,Lvl,Inside,Mitchel,1Fam,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,232.0,3,CBlock,29,784,GasA,1,1168,800,0,2,1,3,7,1,530,2,305,189,172000
RL,9400,Lvl,CulDSac,Edwards,Duplex,6,1975,1975,Flat,Tar&Grv,WdShing,Plywood,250.0,3,CBlock,0,945,GasA,1,980,0,0,2,0,3,4,0,0,2,0,0,127500
RH,7136,HLS,Inside,Crawfor,Duplex,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,423.0,3,CBlock,495,979,GasA,0,979,979,0,2,0,3,8,0,492,2,0,0,145000
RM,1300,Lvl,Inside,Blueste,TwnhsE,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,276,561,GasA,1,561,668,0,1,1,3,5,1,462,2,150,0,124000
RL,7420,Lvl,Inside,Sawyer,1Fam,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,0.0,3,CBlock,640,1057,GasA,1,1057,0,0,1,0,3,6,0,576,2,0,0,132000
RL,8450,Lvl,Inside,CollgCr,1Fam,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,638,1337,GasA,1,1337,0,1,2,0,4,6,0,531,2,0,39,185000
FV,2572,Lvl,FR2,Somerst,Twnhs,7,1999,1999,Hip,CompShg,MetalSd,MetalSd,0.0,4,PConc,92,696,GasA,1,696,720,1,2,1,4,6,0,484,2,0,44,155000
RL,7207,Lvl,Inside,BrkSide,1Fam,5,1958,2008,Gable,CompShg,Wd Sdng,Plywood,0.0,3,CBlock,162,858,GasA,1,858,0,1,1,0,3,4,0,0,2,117,0,116500
RL,12227,Lvl,Corner,NWAmes,1Fam,6,1977,1995,Gable,CompShg,HdBoard,HdBoard,424.0,3,CBlock,434,1330,GasA,1,1542,1330,1,2,1,3,11,1,619,2,550,282,272000
RL,2308,Lvl,Corner,NPkVill,TwnhsE,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,0.0,3,CBlock,248,804,GasA,1,804,744,1,2,1,4,7,1,440,2,48,0,155000
RL,11923,Lvl,Corner,CollgCr,1Fam,9,2007,2007,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,1800,1800,GasA,1,1800,0,0,2,0,5,7,0,702,2,288,136,239000
RL,11316,Lvl,Corner,Timber,1Fam,7,2002,2003,Gable,CompShg,VinylSd,VinylSd,44.0,4,PConc,193,817,GasA,1,824,1070,1,2,1,4,8,1,510,2,0,40,214900
RL,10237,Lvl,Inside,Gilbert,1Fam,6,2005,2007,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,783,783,GasA,1,783,701,0,2,1,4,8,1,393,2,0,72,178900
RL,9600,HLS,Inside,Crawfor,1Fam,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,0.0,4,BrkTil,300,728,GasA,1,976,332,1,1,1,3,7,2,256,2,0,70,160000
RL,7390,Lvl,Inside,NAmes,1Fam,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,151.0,3,CBlock,196,1098,GasA,1,1098,0,1,1,0,3,6,0,260,2,0,0,135000
RM,5925,Lvl,Inside,OldTown,1Fam,3,1910,1950,Gable,CompShg,VinylSd,VinylSd,0.0,3,BrkTil,600,600,Grav,0,600,368,0,1,0,3,6,0,0,2,0,0,37900
RL,10382,Lvl,Inside,NAmes,2fmCon,6,1958,1958,Hip,CompShg,HdBoard,HdBoard,105.0,3,CBlock,75,588,GasA,1,1095,0,1,1,0,3,6,0,264,2,0,0,140000
RL,10800,Lvl,Inside,NAmes,1Fam,4,1949,1950,Gable,CompShg,AsbShng,AsbShng,0.0,3,CBlock,720,720,GasA,0,720,472,0,1,1,3,6,0,0,2,0,0,135000
RL,2268,Lvl,Inside,NridgHt,Twnhs,7,2003,2004,Gable,CompShg,VinylSd,Wd Shng,106.0,4,PConc,197,764,GasA,1,764,862,0,2,0,4,6,0,474,2,0,27,173000
RL,7892,Lvl,Inside,SawyerW,TwnhsE,6,1979,1979,Gable,CompShg,Plywood,Plywood,0.0,3,CBlock,918,918,GasA,1,918,0,0,2,0,3,5,1,264,2,28,0,99500
RL,11414,Lvl,Corner,BrkSide,1Fam,7,1910,1993,Gable,CompShg,HdBoard,HdBoard,0.0,3,BrkTil,728,728,GasA,0,1136,883,0,1,0,4,8,0,532,2,509,135,167500
FV,2651,Lvl,FR2,Somerst,Twnhs,7,2000,2000,Gable,CompShg,MetalSd,MetalSd,0.0,4,PConc,32,673,GasA,1,673,709,1,2,1,4,6,0,490,2,153,50,165000
RL,5900,Bnk,Inside,BrkSide,1Fam,4,1923,1958,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,PConc,440,440,GasA,1,869,0,0,1,0,2,4,0,0,2,0,0,85500
RL,9450,Bnk,Inside,Edwards,1Fam,4,1954,1954,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,342,894,GasA,1,894,0,0,1,0,3,5,0,400,2,0,0,110000
RL,8816,Lvl,Corner,Sawyer,1Fam,5,1963,1963,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,470,1121,GasA,1,1121,0,1,1,0,3,5,0,480,2,0,80,139000
RL,12122,Lvl,Corner,NAmes,1Fam,7,1961,2007,Gable,CompShg,CemntBd,CmentBd,210.0,5,CBlock,77,944,GasA,1,999,0,1,1,0,5,6,0,588,2,144,76,178400
RL,12203,Lvl,Corner,NoRidge,1Fam,8,1998,1999,Hip,CompShg,VinylSd,VinylSd,975.0,4,PConc,371,1225,GasA,1,1276,1336,1,2,1,4,8,1,676,2,250,0,336000
RL,3182,Lvl,Inside,Blmngtn,1Fam,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,16.0,4,PConc,1266,1266,GasA,1,1266,0,0,2,0,4,6,1,388,2,100,16,159895
RL,11250,Lvl,Corner,CollgCr,1Fam,8,2002,2002,Gable,CompShg,CemntBd,CmentBd,0.0,4,PConc,1128,1128,GasA,1,1149,1141,0,2,1,4,9,1,779,2,0,0,255900
RL,10125,Lvl,Inside,Mitchel,Duplex,5,1977,1977,Gable,CompShg,Plywood,Plywood,0.0,3,CBlock,0,0,GasA,1,1302,432,0,2,0,4,8,0,539,2,0,0,126000
RL,10880,Lvl,Inside,Edwards,2fmCon,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,124,1164,GasW,0,1164,0,1,1,0,3,5,0,240,2,0,48,125000
RM,5310,Lvl,Corner,OldTown,1Fam,6,1910,2003,Hip,CompShg,VinylSd,VinylSd,0.0,3,CBlock,485,485,GasA,1,1001,634,0,1,0,4,5,0,255,2,394,0,117000
RL,10159,Lvl,Inside,NridgHt,1Fam,9,2009,2010,Hip,CompShg,VinylSd,VinylSd,450.0,5,PConc,284,1930,GasA,1,1940,0,1,2,1,5,8,1,606,2,168,95,395192
RL,12046,Lvl,Inside,NWAmes,1Fam,6,1976,1976,Gable,CompShg,Plywood,Plywood,298.0,3,CBlock,692,848,GasA,1,1118,912,0,2,1,4,8,1,551,2,0,224,195000
FV,8125,Lvl,Inside,Somerst,1Fam,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,770,770,GasA,1,778,798,0,2,1,4,6,0,614,2,0,50,197000
RL,9452,Lvl,Inside,NoRidge,1Fam,8,1997,1998,Gable,CompShg,VinylSd,VinylSd,423.0,4,PConc,322,1396,GasA,1,1407,985,1,2,1,4,7,1,870,2,0,70,348000
RM,17671,Lvl,Corner,OldTown,1Fam,8,1882,1986,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,BrkTil,700,916,GasA,1,916,826,0,1,1,4,8,1,424,1,0,169,168000
RL,9760,Lvl,Inside,NAmes,1Fam,6,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,340.0,3,CBlock,169,822,GasA,1,1020,831,0,2,1,4,7,1,440,2,239,42,187000
RL,8846,Lvl,Inside,CollgCr,1Fam,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,750,750,GasA,1,750,750,0,2,1,4,6,0,564,2,0,35,173900
RL,12456,Lvl,FR2,NridgHt,1Fam,10,2006,2007,Hip,CompShg,CemntBd,CmentBd,230.0,5,PConc,528,1700,GasA,1,1718,0,1,2,0,5,7,1,786,2,216,48,337500
RL,4712,Lvl,Inside,BrkSide,1Fam,4,1946,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,363,747,GasA,1,774,456,1,1,1,3,5,0,305,2,0,57,121600
RL,10659,Lvl,Inside,NAmes,1Fam,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,3,CBlock,135,1050,GasA,1,1050,0,1,1,0,3,6,0,368,2,0,319,136500
